order_id,order_date,year,month,month_name,quarter,customer_id,customer_segment,age_group,gender,country,region,city,sales_channel,traffic_source,category,sub_category,product_name,payment_method,shipping_method,campaign,quantity,unit_price_egp,discount_pct,revenue_egp,cost_egp,profit_egp,profit_margin,delivery_days,customer_rating,returned,website_visits_before_purchase
ORD-004115,2024-02-18,2024,2,February,Q1,CUST-05114,Family,25-34,Female,Egypt,Alexandria Coast,Borg El Arab,Online Store,Search Engine,Fashion,T-Shirt,T-Shirt Model C,Credit Card,Standard,No Campaign,1,751.13,0.028,730.1,447.36,282.74,0.3873,3,3.7,No,7
ORD-004116,2024-02-07,2024,2,February,Q1,CUST-00730,Family,25-34,Male,Egypt,Greater Cairo,New Cairo,Mobile App,Paid Ads,Electronics,Smart Watch,Smart Watch Model Pro,Cash,Express,No Campaign,1,10062.85,0.0079,9983.28,7705.51,2277.77,0.2282,3,5,No,3
ORD-004117,2024-11-05,2024,11,November,Q4,CUST-03891,Student,18-24,Female,Egypt,Upper Egypt,Assiut,Mobile App,Social Media,Electronics,Smart Watch,Smart Watch Model A,Debit Card,Standard,No Campaign,2,5609.96,0.052,10636.93,8286.42,2350.51,0.221,3,2.9,Yes,6
ORD-004118,2024-11-09,2024,11,November,Q4,CUST-04990,Young Professional,25-34,Female,Egypt,Upper Egypt,Assiut,Physical Store,Search Engine,Home & Kitchen,Blender,Blender Model B,Wallet,Store Pickup,Black Friday,1,2261.55,0.1647,1889.16,1172.87,716.29,0.3792,1,5,No,0
ORD-004119,2025-08-27,2025,8,August,Q3,CUST-03260,Family,25-34,Male,Egypt,Greater Cairo,Giza,Online Store,Search Engine,Fashion,Jacket,Jacket Model B,Cash,Express,Back to School,1,6675.56,0.0204,6539.66,4130.56,2409.1,0.3684,2,4.7,No,1
ORD-004120,2025-09-18,2025,9,September,Q3,CUST-05053,Young Professional,35-44,Male,Egypt,Greater Cairo,New Cairo,Mobile App,Paid Ads,Home & Kitchen,Microwave,Microwave Model Pro,Credit Card,Standard,Back to School,2,6289.78,0.0509,11939.87,8603.05,3336.82,0.2795,5,4.5,No,4
ORD-004121,2025-09-20,2025,9,September,Q3,CUST-00157,Student,18-24,Male,Egypt,Delta,Damietta,Physical Store,Referral,Fashion,Jeans,Jeans Model A,Cash,Standard,Back to School,2,700.29,0.0982,1263.09,806.98,456.11,0.3611,3,2.5,Yes,0
ORD-004122,2024-07-17,2024,7,July,Q3,CUST-03848,Premium,45-54,Male,Egypt,Alexandria Coast,Borg El Arab,Online Store,Direct,Books & Stationery,Notebook Pack,Notebook Pack Model B,Cash,Express,Summer Offers,4,386.11,0.0985,1392.29,832.97,559.32,0.4017,2,4.6,No,5
ORD-004123,2025-12-12,2025,12,December,Q4,CUST-00229,Young Professional,18-24,Female,Egypt,Greater Cairo,Cairo,Mobile App,Referral,Home & Kitchen,Microwave,Microwave Model Pro,Bank Transfer,Express,No Campaign,1,10106.96,0.0319,9784.76,6869.0,2915.76,0.298,3,3.6,No,5
ORD-004124,2024-08-30,2024,8,August,Q3,CUST-03312,Young Professional,35-44,Female,Egypt,Alexandria Coast,Borg El Arab,Mobile App,Social Media,Fashion,T-Shirt,T-Shirt Model Lite,Cash,Standard,No Campaign,1,612.11,0.0478,582.84,373.56,209.28,0.3591,6,3.9,No,5
ORD-004125,2024-06-06,2024,6,June,Q2,CUST-04441,Corporate,35-44,Female,Egypt,Upper Egypt,Sohag,Online Store,Social Media,Books & Stationery,Programming Book,Programming Book Model C,Wallet,Express,No Campaign,6,954.41,0.0341,5531.32,2637.45,2893.87,0.5232,1,4.6,No,2
ORD-004126,2025-08-08,2025,8,August,Q3,CUST-05061,Young Professional,18-24,Male,Egypt,Upper Egypt,Aswan,Online Store,Direct,Electronics,Tablet,Tablet Model A,Debit Card,Express,Back to School,1,20077.93,0.1227,17615.25,13110.66,4504.59,0.2557,1,3.9,No,5
ORD-004127,2024-12-25,2024,12,December,Q4,CUST-00692,Family,25-34,Female,Egypt,Alexandria Coast,Marsa Matruh,Mobile App,Email,Electronics,Power Bank,Power Bank Model Pro,Wallet,Standard,New Year Deals,2,1593.41,0.0884,2905.03,2108.88,796.15,0.2741,3,4.1,No,3
ORD-004128,2025-05-27,2025,5,May,Q2,CUST-02475,Family,45-54,Female,Egypt,Greater Cairo,6th of October,Online Store,Search Engine,Home & Kitchen,Air Fryer,Air Fryer Model Pro,Cash,Store Pickup,No Campaign,2,12312.92,0.0695,22914.67,14959.69,7954.98,0.3472,0,3.9,No,4
ORD-004129,2025-10-21,2025,10,October,Q4,CUST-04786,Young Professional,25-34,Female,Egypt,Greater Cairo,Giza,Mobile App,Social Media,Fashion,Handbag,Handbag Model C,Bank Transfer,Standard,No Campaign,4,2778.47,0.0687,10350.21,6629.61,3720.6,0.3595,5,4.3,No,6
ORD-004130,2025-07-03,2025,7,July,Q3,CUST-03893,Young Professional,35-44,Male,Egypt,Alexandria Coast,Borg El Arab,Mobile App,Search Engine,Fashion,Dress,Dress Model Lite,Debit Card,Express,Summer Offers,3,3254.27,0.021,9558.14,5610.58,3947.56,0.413,2,4.0,No,2
ORD-004131,2024-02-24,2024,2,February,Q1,CUST-04293,Family,45-54,Female,Egypt,Alexandria Coast,Borg El Arab,Marketplace,Direct,Home & Kitchen,Microwave,Microwave Model Pro,Credit Card,Standard,No Campaign,1,17431.33,0.0235,17020.96,12558.59,4462.37,0.2622,6,3.5,No,1
ORD-004132,2025-09-24,2025,9,September,Q3,CUST-04531,Student,18-24,Male,Egypt,Greater Cairo,Cairo,Online Store,Referral,Beauty,Sunscreen,Sunscreen Model A,Wallet,Standard,No Campaign,1,792.77,0.0821,727.71,397.32,330.39,0.454,4,5,No,1
ORD-004133,2025-09-20,2025,9,September,Q3,CUST-04461,Young Professional,25-34,Male,Egypt,Upper Egypt,Sohag,Online Store,Search Engine,Sports,Fitness Tracker,Fitness Tracker Model C,Credit Card,Store Pickup,Back to School,1,9772.16,0.1669,8141.26,4988.86,3152.4,0.3872,0,3.2,Yes,5
ORD-004134,2024-06-01,2024,6,June,Q2,CUST-00462,Student,18-24,Female,Egypt,Greater Cairo,Giza,Marketplace,Paid Ads,Books & Stationery,School Backpack,School Backpack Model Pro,Credit Card,Standard,Summer Offers,1,1505.55,0.0853,1377.11,725.83,651.28,0.4729,8,3.5,No,6
ORD-004135,2024-04-04,2024,4,April,Q2,CUST-03564,Family,35-44,Male,Egypt,Delta,Zagazig,Online Store,Direct,Sports,Football,Football Model Max,Cash,Express,No Campaign,3,1085.33,0.0276,3166.15,1625.18,1540.97,0.4867,3,4.8,No,5
ORD-004136,2024-12-09,2024,12,December,Q4,CUST-04390,Family,35-44,Male,Egypt,Delta,Damietta,Mobile App,Social Media,Electronics,Headphones,Headphones Model Pro,Credit Card,Standard,No Campaign,1,2303.55,0.0432,2204.06,1780.71,423.35,0.1921,4,4.7,No,1
ORD-004137,2025-03-13,2025,3,March,Q1,CUST-00287,Premium,55+,Male,Egypt,Delta,Zagazig,Mobile App,Search Engine,Beauty,Skincare Set,Skincare Set Model C,Bank Transfer,Same Day,Ramadan Sale,1,1104.46,0.1003,993.7,506.81,486.89,0.49,0,4.0,No,6
ORD-004138,2024-10-14,2024,10,October,Q4,CUST-02847,Family,45-54,Female,Egypt,Alexandria Coast,Alexandria,Online Store,Social Media,Electronics,Tablet,Tablet Model Max,Debit Card,Standard,No Campaign,2,21909.56,0.0566,41340.5,34383.31,6957.19,0.1683,7,4.8,No,2
ORD-004139,2025-05-25,2025,5,May,Q2,CUST-01101,Student,18-24,Female,Egypt,Greater Cairo,New Cairo,Mobile App,Search Engine,Sports,Yoga Mat,Yoga Mat Model B,Credit Card,Express,No Campaign,4,1089.37,0,4357.48,2400.11,1957.37,0.4492,3,3.5,No,6
ORD-004140,2025-08-23,2025,8,August,Q3,CUST-01968,Student,25-34,Male,Egypt,Canal & Sinai,Port Said,Physical Store,Direct,Fashion,Jacket,Jacket Model Max,Credit Card,Store Pickup,No Campaign,2,5705.03,0.0397,10956.97,6382.68,4574.29,0.4175,0,4.8,No,0
ORD-004141,2024-10-29,2024,10,October,Q4,CUST-00916,Family,25-34,Male,Egypt,Delta,Damietta,Mobile App,Social Media,Home & Kitchen,Air Fryer,Air Fryer Model A,Debit Card,Standard,No Campaign,1,4289.46,0.0232,4189.83,2477.33,1712.5,0.4087,7,4.1,No,4
ORD-004142,2024-05-08,2024,5,May,Q2,CUST-03656,Family,25-34,Male,Egypt,Delta,Zagazig,Online Store,Direct,Home & Kitchen,Blender,Blender Model B,Cash,Express,No Campaign,2,3244.06,0.0474,6180.67,4124.77,2055.9,0.3326,2,4.1,No,5
ORD-004143,2024-07-08,2024,7,July,Q3,CUST-03819,Premium,45-54,Male,Egypt,Upper Egypt,Assiut,Mobile App,Search Engine,Fashion,Jeans,Jeans Model Lite,Bank Transfer,Standard,Summer Offers,1,1467.3,0.1052,1312.88,745.89,566.99,0.4319,6,2.6,Yes,6
ORD-004144,2024-06-27,2024,6,June,Q2,CUST-03324,Corporate,25-34,Male,Egypt,Upper Egypt,Assiut,Mobile App,Search Engine,Fashion,T-Shirt,T-Shirt Model C,Wallet,Standard,Summer Offers,3,845.87,0.1574,2138.16,1230.26,907.9,0.4246,8,4.6,No,1
ORD-004145,2025-12-09,2025,12,December,Q4,CUST-03761,Family,35-44,Male,Egypt,Greater Cairo,Cairo,Online Store,Paid Ads,Electronics,Tablet,Tablet Model Max,Wallet,Standard,No Campaign,2,19868.35,0.0608,37321.57,28977.31,8344.26,0.2236,8,4.8,No,7
ORD-004146,2024-06-15,2024,6,June,Q2,CUST-04058,Young Professional,18-24,Male,Egypt,Alexandria Coast,Alexandria,Marketplace,Social Media,Books & Stationery,Programming Book,Programming Book Model Max,Wallet,Standard,No Campaign,2,1081.29,0.0221,2114.69,977.33,1137.36,0.5378,8,4.1,No,5
ORD-004147,2025-04-12,2025,4,April,Q2,CUST-03220,Young Professional,25-34,Male,Egypt,Alexandria Coast,Alexandria,Online Store,Search Engine,Sports,Fitness Tracker,Fitness Tracker Model Lite,Bank Transfer,Standard,Ramadan Sale,3,7223.37,0.1084,19320.91,10681.58,8639.33,0.4471,5,3.9,No,1
ORD-004148,2025-09-19,2025,9,September,Q3,CUST-03159,Young Professional,35-44,Male,Egypt,Upper Egypt,Qena,Online Store,Direct,Sports,Fitness Tracker,Fitness Tracker Model Max,Credit Card,Standard,No Campaign,1,5875.49,0.0556,5548.84,3640.79,1908.05,0.3439,6,4.3,No,2
ORD-004149,2024-10-15,2024,10,October,Q4,CUST-03335,Student,18-24,Female,Egypt,Alexandria Coast,Borg El Arab,Online Store,Search Engine,Sports,Dumbbell Set,Dumbbell Set Model Max,Bank Transfer,Standard,No Campaign,2,6251.47,0.0638,11704.77,6963.53,4741.24,0.4051,3,3.6,No,6
ORD-004150,2024-02-14,2024,2,February,Q1,CUST-05049,Young Professional,18-24,Female,Egypt,Greater Cairo,Giza,Mobile App,Search Engine,Books & Stationery,School Backpack,School Backpack Model Pro,Debit Card,Express,No Campaign,3,1427.78,0.0176,4208.15,2122.86,2085.29,0.4955,2,4.2,No,1
ORD-004151,2024-04-13,2024,4,April,Q2,CUST-04075,Student,18-24,Male,Egypt,Alexandria Coast,Alexandria,Online Store,Search Engine,Electronics,Headphones,Headphones Model B,Credit Card,Standard,Ramadan Sale,1,1233.83,0.0456,1177.6,868.1,309.5,0.2628,6,2.1,Yes,2
ORD-004152,2025-07-07,2025,7,July,Q3,CUST-02675,Family,35-44,Male,Egypt,Greater Cairo,6th of October,Online Store,Paid Ads,Fashion,Dress,Dress Model Pro,Credit Card,Standard,Summer Offers,5,2038.39,0.1021,9151.48,4580.54,4570.94,0.4995,4,3.7,No,4
ORD-004153,2024-04-02,2024,4,April,Q2,CUST-00297,Corporate,35-44,Male,Egypt,Upper Egypt,Aswan,Online Store,Paid Ads,Home & Kitchen,Cookware Set,Cookware Set Model A,Cash,Same Day,Ramadan Sale,2,9609.36,0.1235,16845.91,10615.88,6230.03,0.3698,0,5,No,5
ORD-004154,2025-02-18,2025,2,February,Q1,CUST-02195,Corporate,45-54,Male,Egypt,Alexandria Coast,Alexandria,Online Store,Social Media,Fashion,T-Shirt,T-Shirt Model C,Cash,Standard,No Campaign,1,637.58,0.0449,608.96,309.62,299.34,0.4916,4,4.2,No,7
ORD-004155,2025-09-27,2025,9,September,Q3,CUST-02811,Student,18-24,Female,Egypt,Upper Egypt,Sohag,Mobile App,Email,Electronics,Smartphone,Smartphone Model Lite,Credit Card,Store Pickup,No Campaign,3,29199.06,0,87597.18,67115.2,20481.98,0.2338,1,4.7,No,1
ORD-004156,2025-11-07,2025,11,November,Q4,CUST-02492,Family,35-44,Male,Egypt,Upper Egypt,Assiut,Online Store,Search Engine,Home & Kitchen,Air Fryer,Air Fryer Model Lite,Credit Card,Standard,Black Friday,1,12648.99,0.1478,10779.86,6492.81,4287.05,0.3977,3,4.0,No,2
ORD-004157,2024-06-22,2024,6,June,Q2,CUST-00234,Family,45-54,Male,Egypt,Greater Cairo,New Cairo,Mobile App,Direct,Electronics,Laptop,Laptop Model C,Debit Card,Express,Summer Offers,1,35108.84,0.0236,34280.09,25881.14,8398.95,0.245,1,4.9,No,4
ORD-004158,2025-04-26,2025,4,April,Q2,CUST-03121,Family,35-44,Male,Egypt,Upper Egypt,Sohag,Marketplace,Paid Ads,Sports,Fitness Tracker,Fitness Tracker Model B,Bank Transfer,Express,No Campaign,2,8723.55,0.0522,16536.13,9430.4,7105.73,0.4297,2,3.2,No,6
ORD-004159,2025-09-08,2025,9,September,Q3,CUST-03015,Corporate,35-44,Female,Egypt,Greater Cairo,6th of October,Online Store,Search Engine,Home & Kitchen,Blender,Blender Model Pro,Credit Card,Store Pickup,No Campaign,2,4544.21,0,9088.42,6327.92,2760.5,0.3037,2,4.4,No,1
ORD-004160,2024-04-09,2024,4,April,Q2,CUST-03380,Family,25-34,Male,Egypt,Upper Egypt,Assiut,Online Store,Search Engine,Home & Kitchen,Vacuum Cleaner,Vacuum Cleaner Model Pro,Credit Card,Standard,No Campaign,1,17002.11,0.0388,16342.19,9565.8,6776.39,0.4147,7,4.4,No,6
ORD-004161,2024-04-17,2024,4,April,Q2,CUST-04695,Corporate,25-34,Male,Egypt,Greater Cairo,New Cairo,Physical Store,Search Engine,Electronics,Headphones,Headphones Model Max,Credit Card,Store Pickup,No Campaign,1,1012.9,0,1012.9,772.42,240.48,0.2374,1,3.6,No,0
ORD-004162,2025-10-27,2025,10,October,Q4,CUST-01835,Family,45-54,Female,Egypt,Upper Egypt,Aswan,Marketplace,Search Engine,Home & Kitchen,Blender,Blender Model C,Cash,Standard,No Campaign,1,5047.41,0.0201,4946.2,3392.98,1553.22,0.314,7,3.5,No,1
ORD-004163,2024-05-22,2024,5,May,Q2,CUST-01187,Family,35-44,Female,Egypt,Greater Cairo,Cairo,Online Store,Paid Ads,Fashion,Dress,Dress Model Pro,Credit Card,Store Pickup,No Campaign,3,2924.08,0.017,8622.99,4391.97,4231.02,0.4907,0,4.3,No,2
ORD-004164,2024-09-12,2024,9,September,Q3,CUST-02276,Premium,45-54,Female,Egypt,Delta,Tanta,Physical Store,Email,Fashion,Sneakers,Sneakers Model B,Cash,Store Pickup,No Campaign,2,5768.9,0.0238,11263.59,6833.18,4430.41,0.3933,1,4.8,No,0
ORD-004165,2025-01-15,2025,1,January,Q1,CUST-01521,Student,18-24,Male,Egypt,Greater Cairo,Cairo,Online Store,Email,Sports,Football,Football Model Lite,Wallet,Standard,New Year Deals,4,1011.88,0.0839,3708.04,2274.45,1433.59,0.3866,7,4.7,No,1
ORD-004166,2024-07-07,2024,7,July,Q3,CUST-03695,Student,18-24,Male,Egypt,Upper Egypt,Assiut,Physical Store,Email,Books & Stationery,Programming Book,Programming Book Model Max,Debit Card,Store Pickup,No Campaign,3,505.72,0.0562,1431.88,665.91,765.97,0.5349,2,5,No,0
ORD-004167,2025-10-10,2025,10,October,Q4,CUST-04276,Family,45-54,Male,Egypt,Canal & Sinai,Ismailia,Marketplace,Direct,Electronics,Smart Watch,Smart Watch Model Max,Credit Card,Standard,No Campaign,1,11923.39,0.0264,11608.03,8561.86,3046.17,0.2624,4,4.3,No,6
ORD-004168,2024-01-28,2024,1,January,Q1,CUST-03477,Premium,45-54,Male,Egypt,Alexandria Coast,Borg El Arab,Physical Store,Social Media,Beauty,Skincare Set,Skincare Set Model B,Bank Transfer,Store Pickup,New Year Deals,5,3277.58,0.1102,14582.01,8700.38,5881.63,0.4033,1,2.6,Yes,0
ORD-004169,2024-07-05,2024,7,July,Q3,CUST-03926,Young Professional,35-44,Male,Egypt,Greater Cairo,Cairo,Physical Store,Search Engine,Home & Kitchen,Coffee Machine,Coffee Machine Model Lite,Credit Card,Store Pickup,No Campaign,1,18717.35,0.0571,17648.62,10978.08,6670.54,0.378,2,4.6,No,0
ORD-004170,2024-05-01,2024,5,May,Q2,CUST-00941,Family,25-34,Male,Egypt,Delta,Zagazig,Physical Store,Social Media,Fashion,Jacket,Jacket Model C,Credit Card,Store Pickup,No Campaign,1,5253.87,0,5253.87,2730.53,2523.34,0.4803,2,5,No,0
ORD-004171,2024-10-18,2024,10,October,Q4,CUST-01887,Family,45-54,Female,Egypt,Delta,Zagazig,Mobile App,Social Media,Electronics,Smart Watch,Smart Watch Model Pro,Wallet,Standard,No Campaign,1,6833.92,0.0642,6394.85,5171.45,1223.4,0.1913,5,4.3,No,3
ORD-004172,2025-02-15,2025,2,February,Q1,CUST-03467,Young Professional,18-24,Male,Egypt,Alexandria Coast,Marsa Matruh,Physical Store,Paid Ads,Beauty,Makeup Kit,Makeup Kit Model C,Debit Card,Store Pickup,No Campaign,2,2510.05,0,5020.1,2603.49,2416.61,0.4814,0,4.9,No,0
ORD-004173,2024-01-25,2024,1,January,Q1,CUST-01284,Student,18-24,Male,Egypt,Greater Cairo,New Cairo,Online Store,Referral,Books & Stationery,Desk Organizer,Desk Organizer Model C,Wallet,Standard,New Year Deals,1,663.5,0.0491,630.94,288.53,342.41,0.5427,4,4.2,No,3
ORD-004174,2025-08-31,2025,8,August,Q3,CUST-03068,Student,18-24,Male,Egypt,Alexandria Coast,Borg El Arab,Mobile App,Social Media,Electronics,Smartphone,Smartphone Model Pro,Debit Card,Same Day,Back to School,1,31749.32,0.0972,28664.41,22271.29,6393.12,0.223,0,4.8,No,6
ORD-004175,2025-11-28,2025,11,November,Q4,CUST-02678,Family,35-44,Male,Egypt,Greater Cairo,New Cairo,Online Store,Social Media,Electronics,Tablet,Tablet Model Pro,Wallet,Express,No Campaign,1,14352.5,0.0641,13432.07,9678.94,3753.13,0.2794,2,4.6,No,4
ORD-004176,2024-03-11,2024,3,March,Q1,CUST-01236,Student,18-24,Male,Egypt,Alexandria Coast,Borg El Arab,Mobile App,Search Engine,Sports,Fitness Tracker,Fitness Tracker Model B,Credit Card,Express,Ramadan Sale,3,8375.8,0.1038,22519.69,11384.09,11135.6,0.4945,3,4.1,No,7
ORD-004177,2025-04-26,2025,4,April,Q2,CUST-01710,Family,25-34,Male,Egypt,Greater Cairo,Cairo,Mobile App,Search Engine,Electronics,Laptop,Laptop Model A,Debit Card,Standard,No Campaign,1,30247.67,0.0672,28215.82,23633.08,4582.74,0.1624,4,4.0,No,2
ORD-004178,2024-01-12,2024,1,January,Q1,CUST-02303,Premium,55+,Male,Egypt,Upper Egypt,Luxor,Physical Store,Social Media,Books & Stationery,Notebook Pack,Notebook Pack Model Pro,Wallet,Store Pickup,New Year Deals,2,369.34,0.0187,724.89,353.67,371.22,0.5121,0,4.6,No,0
ORD-004179,2024-02-27,2024,2,February,Q1,CUST-03731,Family,35-44,Female,Egypt,Upper Egypt,Sohag,Mobile App,Search Engine,Electronics,Smart Watch,Smart Watch Model Pro,Credit Card,Standard,No Campaign,3,1744.44,0.0402,5022.84,3710.33,1312.51,0.2613,3,4.6,No,3
ORD-004180,2024-08-08,2024,8,August,Q3,CUST-01373,Premium,45-54,Male,Egypt,Canal & Sinai,Sharm El Sheikh,Physical Store,Referral,Home & Kitchen,Coffee Machine,Coffee Machine Model Pro,Credit Card,Store Pickup,Back to School,1,7281.25,0.0491,6923.78,4231.32,2692.46,0.3889,2,5,No,0
ORD-004181,2024-09-21,2024,9,September,Q3,CUST-01714,Student,18-24,Male,Egypt,Greater Cairo,Giza,Mobile App,Paid Ads,Fashion,T-Shirt,T-Shirt Model Pro,Credit Card,Express,No Campaign,2,296.11,0.0404,568.27,277.7,290.57,0.5113,2,3.7,No,3
ORD-004182,2025-11-20,2025,11,November,Q4,CUST-03470,Student,25-34,Female,Egypt,Alexandria Coast,Marsa Matruh,Mobile App,Social Media,Beauty,Makeup Kit,Makeup Kit Model C,Debit Card,Standard,Black Friday,2,2777.73,0.2123,4375.92,2425.2,1950.72,0.4458,6,4.5,No,5
ORD-004183,2024-02-05,2024,2,February,Q1,CUST-04175,Student,25-34,Male,Egypt,Alexandria Coast,Alexandria,Mobile App,Direct,Electronics,Smartphone,Smartphone Model C,Cash,Standard,No Campaign,1,20430.0,0.0302,19812.42,15239.44,4572.98,0.2308,3,2.8,Yes,1
ORD-004184,2025-01-29,2025,1,January,Q1,CUST-04668,Corporate,55+,Male,Egypt,Alexandria Coast,Alexandria,Online Store,Search Engine,Fashion,Jeans,Jeans Model Pro,Credit Card,Express,No Campaign,3,1312.96,0.0828,3612.86,2247.74,1365.12,0.3779,2,4.0,No,7
ORD-004185,2024-05-31,2024,5,May,Q2,CUST-01648,Young Professional,25-34,Male,Egypt,Upper Egypt,Sohag,Marketplace,Social Media,Beauty,Sunscreen,Sunscreen Model A,Wallet,Same Day,No Campaign,1,387.36,0,387.36,199.95,187.41,0.4838,0,4.6,No,1
ORD-004186,2024-05-27,2024,5,May,Q2,CUST-04166,Young Professional,25-34,Female,Egypt,Alexandria Coast,Marsa Matruh,Online Store,Email,Fashion,Dress,Dress Model Lite,Debit Card,Express,No Campaign,1,4183.15,0,4183.15,2496.54,1686.61,0.4032,1,5,No,1
ORD-004187,2025-08-24,2025,8,August,Q3,CUST-00742,Premium,45-54,Male,Egypt,Upper Egypt,Assiut,Online Store,Social Media,Electronics,Smart Watch,Smart Watch Model Lite,Credit Card,Standard,Back to School,2,13185.13,0.1277,23003.9,18212.89,4791.01,0.2083,7,2.7,Yes,6
ORD-004188,2025-06-19,2025,6,June,Q2,CUST-00788,Family,35-44,Male,Egypt,Canal & Sinai,Suez,Marketplace,Search Engine,Books & Stationery,Desk Organizer,Desk Organizer Model A,Cash,Same Day,No Campaign,5,714.22,0,3571.1,1983.06,1588.04,0.4447,1,4.7,No,4
ORD-004189,2025-02-21,2025,2,February,Q1,CUST-03651,Young Professional,25-34,Male,Egypt,Alexandria Coast,Marsa Matruh,Physical Store,Social Media,Electronics,Tablet,Tablet Model Lite,Wallet,Store Pickup,No Campaign,1,26968.59,0.0338,26056.67,20657.76,5398.91,0.2072,0,3.9,Yes,0
ORD-004190,2024-04-02,2024,4,April,Q2,CUST-03760,Young Professional,25-34,Female,Egypt,Delta,Damietta,Mobile App,Social Media,Home & Kitchen,Coffee Machine,Coffee Machine Model Max,Bank Transfer,Standard,Ramadan Sale,1,19699.81,0.1412,16917.97,10580.61,6337.36,0.3746,4,4.0,No,3
ORD-004191,2025-02-23,2025,2,February,Q1,CUST-02817,Corporate,25-34,Male,Egypt,Greater Cairo,New Cairo,Mobile App,Social Media,Beauty,Sunscreen,Sunscreen Model A,Bank Transfer,Standard,No Campaign,1,380.56,0.0617,357.08,161.56,195.52,0.5476,3,4.5,No,3
ORD-004192,2024-09-09,2024,9,September,Q3,CUST-04069,Family,45-54,Male,Egypt,Upper Egypt,Aswan,Physical Store,Search Engine,Home & Kitchen,Vacuum Cleaner,Vacuum Cleaner Model C,Cash,Store Pickup,No Campaign,1,13311.18,0.0372,12815.8,7547.21,5268.59,0.4111,1,4.6,No,0
ORD-004193,2025-04-21,2025,4,April,Q2,CUST-02835,Corporate,35-44,Male,Egypt,Upper Egypt,Assiut,Mobile App,Social Media,Fashion,Jeans,Jeans Model Max,Debit Card,Standard,No Campaign,2,1973.09,0.0912,3586.46,1856.61,1729.85,0.4823,8,3.9,No,6
ORD-004194,2025-08-07,2025,8,August,Q3,CUST-00466,Family,45-54,Male,Egypt,Upper Egypt,Sohag,Online Store,Search Engine,Books & Stationery,School Backpack,School Backpack Model C,Cash,Same Day,Back to School,4,1246.37,0.1267,4353.74,2451.16,1902.58,0.437,0,4.2,No,1
ORD-004195,2025-10-29,2025,10,October,Q4,CUST-02995,Family,35-44,Female,Egypt,Alexandria Coast,Marsa Matruh,Mobile App,Search Engine,Sports,Yoga Mat,Yoga Mat Model C,Debit Card,Standard,No Campaign,1,742.58,0.0554,701.41,472.85,228.56,0.3259,3,4.6,No,7
ORD-004196,2025-07-09,2025,7,July,Q3,CUST-02617,Premium,35-44,Male,Egypt,Delta,Damietta,Online Store,Referral,Fashion,Sneakers,Sneakers Model Lite,Debit Card,Standard,No Campaign,3,3750.35,0.0344,10863.85,5487.26,5376.59,0.4949,3,2.8,Yes,1
ORD-004197,2024-04-22,2024,4,April,Q2,CUST-04801,Young Professional,18-24,Female,Egypt,Delta,Zagazig,Physical Store,Social Media,Fashion,Jeans,Jeans Model Pro,Debit Card,Store Pickup,Ramadan Sale,1,2595.22,0.1654,2165.96,1337.66,828.3,0.3824,0,4.3,No,0
ORD-004198,2024-12-08,2024,12,December,Q4,CUST-00360,Young Professional,25-34,Female,Egypt,Greater Cairo,6th of October,Online Store,Direct,Fashion,Dress,Dress Model B,Bank Transfer,Store Pickup,No Campaign,1,2001.24,0.0385,1924.17,1226.12,698.05,0.3628,1,3.2,Yes,5
ORD-004199,2025-03-10,2025,3,March,Q1,CUST-03513,Family,35-44,Female,Egypt,Alexandria Coast,Marsa Matruh,Online Store,Search Engine,Home & Kitchen,Cookware Set,Cookware Set Model A,Debit Card,Standard,Ramadan Sale,1,2642.24,0.1026,2371.03,1697.2,673.83,0.2842,8,4.2,No,4
ORD-004200,2025-06-21,2025,6,June,Q2,CUST-00508,Young Professional,25-34,Male,Egypt,Greater Cairo,New Cairo,Physical Store,Direct,Electronics,Smart Watch,Smart Watch Model Pro,Wallet,Store Pickup,Summer Offers,1,3557.53,0.1242,3115.65,2537.35,578.3,0.1856,1,3.9,No,0
ORD-004201,2025-05-02,2025,5,May,Q2,CUST-03872,Family,25-34,Male,Egypt,Greater Cairo,Giza,Marketplace,Social Media,Beauty,Makeup Kit,Makeup Kit Model Lite,Cash,Standard,No Campaign,1,2942.16,0,2942.16,1510.73,1431.43,0.4865,3,5,No,3
ORD-004202,2025-10-06,2025,10,October,Q4,CUST-00818,Young Professional,35-44,Male,Egypt,Alexandria Coast,Borg El Arab,Physical Store,Direct,Home & Kitchen,Vacuum Cleaner,Vacuum Cleaner Model Pro,Credit Card,Store Pickup,No Campaign,1,12398.91,0.0532,11739.09,7332.53,4406.56,0.3754,2,3.7,No,0
ORD-004203,2024-12-08,2024,12,December,Q4,CUST-01013,Student,18-24,Male,Egypt,Upper Egypt,Sohag,Physical Store,Search Engine,Electronics,Smart Watch,Smart Watch Model A,Bank Transfer,Store Pickup,No Campaign,1,4998.38,0.0108,4944.34,4085.13,859.21,0.1738,0,5,No,0
ORD-004204,2024-03-02,2024,3,March,Q1,CUST-01994,Premium,25-34,Female,Egypt,Alexandria Coast,Borg El Arab,Mobile App,Paid Ads,Home & Kitchen,Blender,Blender Model C,Cash,Standard,Ramadan Sale,1,8105.06,0.1349,7011.96,4394.46,2617.5,0.3733,4,4.0,No,4
